"title,terr,dist,currency,ended,Box Office Release Date,Weeks in Release,cume_bo,cume_adm"
"Dragged Across Concrete,Kuwait,Selim,KWD,Complete,43566,4,22983,6236"
"Dragged Across Concrete,Latvia,Hea Films,EUD,Complete,43546,3,5095,838"
"Dragged Across Concrete,Lebanon,Selim,LBP,Complete,43566,2,45777500,3045"
"Dragged Across Concrete,Lithuania,Hea Films,EUD,Complete,43546,1,4033,757"
"Dragged Across Concrete,Mexico,Sun,MXN,N/A,STV,,0,0"
"Dragged Across Concrete,Netherlands,DFW,EUD,Complete,43587,4,98814,12292"
"Dragged Across Concrete,New Zealand,Icon,NZD,N/A,STV,,0,0"
"Dragged Across Concrete,Norway,Nordisk,NOK,N/A,STV,,0,0"
"Dragged Across Concrete,Oman,Selim,OMR,Complete,43566,1,3306,977"
"Dragged Across Concrete,Paraguay,Sun,PYG,N/A,STV,,0,0"
"Dragged Across Concrete,Peru,Sun,PEN,N/A,STV,,0,0"
"Dragged Across Concrete,Philippines,Viva,PHP,Complete,43663,1,304117,1624"
"Dragged Across Concrete,Poland,Monolith,PLN,N/A,STV,,0,0"
"Dragged Across Concrete,Portugal,Lusomundo,EUD,Complete,43657,2,22267,4126"
"Dragged Across Concrete,Qatar,Selim,QAR,Complete,43566,2,69219.29,1322"
"Dragged Across Concrete,Romania,Odeon,RON,Complete,43567,4,201983.77,9327"
"Dragged Across Concrete,Russia,Paradise,RUB,Complete,43545,3,9979330.33,31826"
"Dragged Across Concrete,Saudi Arabia,Selim,SAR,Complete,43587,3,378435,5625"
"Dragged Across Concrete,Serbia,Blitz,RSD,N/A,STV,,0,0"
"Dragged Across Concrete,Singapore,Shaw,SGD,Complete,43552,4,18490,1849"
"Dragged Across Concrete,Slovakia,AQS,EUD,N/A,STV,,0,0"
"Dragged Across Concrete,Slovenia,Blitz,EUD,N/A,STV,,0,0"
"Dragged Across Concrete,South Korea,Valjean,KRW,Undated,TBD,,0,0"
"Dragged Across Concrete,Spain,Key 2 Media,EUD,N/A,STV,,0,0"
"Dragged Across Concrete,Sweden,Nordisk,SEK,N/A,STV,,0,0"
"Dragged Across Concrete,French-Speaking Switzerland,Impuls,CHF,N/A,STV,,0,0"
"Dragged Across Concrete,German-Speaking Switzerland,Impuls,CHF,N/A,STV,,0,0"
"Dragged Across Concrete,Italian-Speaking Switzerland,Impuls,CHF,Undated,TBD,,0,0"
"Dragged Across Concrete,Taiwan,Cai Chang,TWD,N/A,STV,,0,0"
"Dragged Across Concrete,Thailand,M Pictures,THB,Undated,TBD,,0,0"
"Dragged Across Concrete,Turkey,Bir,TRY,Complete,43595,3,170665,9921"
"Dragged Across Concrete,Ukraine,Paradise,UAH,Undated,TBD,,0,0"
"Dragged Across Concrete,United Arab Emirates,Selim,AED,Complete,43566,4,344044,6245"
"Dragged Across Concrete,United Kingdom,StudioCanal,GPB,Complete,43574,9,116703,0"
"Dragged Across Concrete,United States,Lionsgate,USD,Complete,43546,4,90730,0"
"Dragged Across Concrete,Uruguay,Sun,UYU,N/A,STV,,0,0"
"Dragged Across Concrete,Venezuela,Sun,VEF,N/A,STV,,0,0"
"Dragged Across Concrete,Vietnam,A - Company,VND,Undated,TBD,,0,0"
"Dragged Across Concrete,West Indies,ATM,TTD,Complete,43552,3,130382.9,2332"
"Elvis & Nixon,Argentina,Sony,ARS,N/A,STV,,0,0"
"Elvis & Nixon,Australia,eOne - Australia,AUS,N/A,STV,,0,0"
"Elvis & Nixon,Austria,Universum,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Bahrain,Italia,BHD,Complete,42551,2,1122,374"
"Elvis & Nixon,Belgium,September Films,EUD,Complete,42963,5,10090,1556"
"Elvis & Nixon,Bolivia,Sony,BOB,N/A,STV,,0,0"
"Elvis & Nixon,Brazil,Sony,BRL,Complete,42537,6,107697,6406"
"Elvis & Nixon,Bulgaria,Sony,BGN,N/A,STV,,0,0"
"Elvis & Nixon,Canada,Remstar,CAD,Complete,42489,2,5812,646"
"Elvis & Nixon,Chile,Sony,CLP,N/A,STV,,0,0"
"Elvis & Nixon,China,Red Apollo,CNH,Undated,TBD,,0,0"
"Elvis & Nixon,Colombia,Sony,COP,N/A,STV,,0,0"
"Elvis & Nixon,Costa Rica,Sony,CRC,,,,0,0"
"Elvis & Nixon,Croatia,Sony,HRK,N/A,STV,,0,0"
"Elvis & Nixon,Czech Republic,Sony,CZK,N/A,STV,,0,0"
"Elvis & Nixon,Denmark,Sony,DKK,N/A,STV,,0,0"
"Elvis & Nixon,Dominican Republic,Sony,DOP,,,,0,0"
"Elvis & Nixon,Ecuador,Sony,USD,N/A,STV,,0,0"
"Elvis & Nixon,Egypt,Italia,EGP,Complete,NR,,0,0"
"Elvis & Nixon,El Salvador,Sony,USD,,,,0,0"
"Elvis & Nixon,Estonia,Acme Film,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Finland,Sony,EUD,N/A,STV,,0,0"
"Elvis & Nixon,France,Warner Bros,EUD,Complete,42571,10,268758,41797"
"Elvis & Nixon,Germany,Universum,EUD,Complete,42712,2,109558,19782"
"Elvis & Nixon,Greece,Italia,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Guatemala,Sony,GTQ,,,,0,0"
"Elvis & Nixon,Honduras,Sony,HNL,,,,0,0"
"Elvis & Nixon,Hong Kong,Bravos,HKD,Complete,42901,1,34501,399"
"Elvis & Nixon,Hungary,Sony,HUF,N/A,STV,,0,0"
"Elvis & Nixon,Iceland,Sony,ISK,N/A,STV,,0,0"
"Elvis & Nixon,India,Italia,INR,N/A,STV,,0,0"
"Elvis & Nixon,Indonesia,PT Prima,IDR,N/A,STV,,0,0"
"Elvis & Nixon,Iraq,Italia,IQD,Complete,NR,,0,0"
"Elvis & Nixon,Israel,United King,ILS,N/A,STV,,0,0"
"Elvis & Nixon,Italy,Videa,EUD,Complete,42635,7,306810,51260"
"Elvis & Nixon,Japan,Amazon,YEN,Undated,TBD,,0,0"
"Elvis & Nixon,Jordan,Italia,JOD,Complete,42551,1,775,100"
"Elvis & Nixon,Kuwait,Italia,KWD,Complete,NR,,0,0"
"Elvis & Nixon,Latvia,Acme Film,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Lebanon,Italia,LBP,Complete,42551,1,6765000,475"
"Elvis & Nixon,Lithuania,Acme Film,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Malaysia,PT Parkit,MYR,Undated,To Be Det'd,,0,0"
"Elvis & Nixon,Mexico,Sony,MXN,N/A,STV,,0,0"
"Elvis & Nixon,Mongolia,MVP,MNT,Complete,42541,4,1604000,190"
"Elvis & Nixon,Netherlands,September Films,EUD,Complete,42964,5,37324,5751"
"Elvis & Nixon,New Zealand,eOne - Australia,NZD,N/A,STV,,0,0"
"Elvis & Nixon,Norway,Sony,NOK,N/A,STV,,0,0"
"Elvis & Nixon,Oman,Italia,OMR,Complete,42551,1,810,246"
"Elvis & Nixon,Panama,Sony,USD,,,,0,0"
"Elvis & Nixon,Paraguay,Sony,PYG,N/A,STV,,0,0"
"Elvis & Nixon,Peru,Sony,PEN,N/A,STV,,0,0"
"Elvis & Nixon,Philippines,Pioneer,PHP,N/A,STV,,0,0"
"Elvis & Nixon,Poland,Sony,PLN,N/A,STV,,0,0"
"Elvis & Nixon,Portugal,Sony,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Qatar,Italia,QAR,Complete,42551,1,7815,214"
"Elvis & Nixon,Romania,Sony,RON,N/A,STV,,0,0"
"Elvis & Nixon,Russia,Paradise,RUB,Complete,42481,2,3550586.74,12174"
"Elvis & Nixon,Serbia,Sony,RSD,N/A,STV,,0,0"
"Elvis & Nixon,Singapore,Cathay,SGD,Complete,42509,1,6205,637"
"Elvis & Nixon,Slovakia,Sony,EUD,N/A,STV,,0,0"
"Elvis & Nixon,Slovenia,Sony,EUD,N/A,STV,,0,0"
"Elvis & Nixon,South Africa,Times Media,ZAR,Complete,42559,2,76918,1502"
"Elvis & Nixon,South Korea,Woo Sung,KRW,Complete,42704,1,3660500,520"
"Elvis & Nixon,Spain,Sony,EUD,Complete,42608,5,11140,1871"
"Elvis & Nixon,Sweden,Sony,SEK,Complete,42629,3,16492,168"
"Elvis & Nixon,French-Speaking Switzerland,Ascot Elite,CHF,Complete,42571,5,14009,1046"
"Elvis & Nixon,German-Speaking Switzerland,Ascot Elite,CHF,Complete,42565,6,20883,1366"
"Elvis & Nixon,Italian-Speaking Switzerland,Ascot Elite,CHF,Complete,STV,,0,0"
"Elvis & Nixon,Taiwan,Filmware,TWD,Complete,42762,1,4055,19"
"Elvis & Nixon,Thailand,Soundspace,THB,Complete,42544,2,80068,582"
"Elvis & Nixon,Turkey,Italia,TRY,Undated,TBD,,0,0"
"Elvis & Nixon,Ukraine,Paradise,UAH,Complete,42502,3,530725,2990"
"Elvis & Nixon,United Arab Emirates,Italia,AED,Complete,42551,1,113528,2414"
"Elvis & Nixon,United Kingdom,eOne - UK,GPB,Complete,42545,7,145628,0"
"Elvis & Nixon,United States,Bleecker Street,USD,Complete,42482,3,1055284,0"
"Elvis & Nixon,Uruguay,Sony,UYU,N/A,STV,,0,0"
"Elvis & Nixon,Venezuela,Sony,VEF,N/A,STV,,0,0"
"Elvis & Nixon,Vietnam,PT Parkit,VND,Undated,To Be Det'd,,0,0"
"End Of Watch,Australia,Roadshow Films,AUS,,,,0,0"
"End Of Watch,Austria,Tobis,EUD,,,,0,0"
"End Of Watch,Belgium,Independent Films,EUD,,,,0,0"
"End Of Watch,Brazil,California Filmes,BRL,,,,0,0"
"End Of Watch,Croatia,Blitz,HRK,,,,0,0"
"End Of Watch,Denmark,Nordisk,DKK,,,,0,0"
"End Of Watch,Finland,Nordisk,EUD,,,,0,0"
"End Of Watch,France,Metropolitan,EUD,,,,0,0"
"End Of Watch,Germany,Tobis,EUD,,,,0,0"
"End Of Watch,Hong Kong,Golden Scene,HKD,,,,0,0"
"End Of Watch,Iceland,Sam Film,ISK,,,,0,0"
"End Of Watch,Israel,United King,ILS,,,,0,0"
"End Of Watch,Italy,Videa,EUD,,,,0,0"
"End Of Watch,Japan,Presidio Corporation,YEN,,,,0,0"
"End Of Watch,Kuwait,Front Row,KWD,,,,0,0"
"End Of Watch,Lebanon,Front Row,LBP,,,,0,0"
"End Of Watch,Malaysia,Golden Screen,MYR,,,,0,0"
"End Of Watch,Netherlands,Independent Films,EUD,,,,0,0"
"End Of Watch,New Zealand,Roadshow Films,NZD,,,,0,0"
"End Of Watch,Norway,Nordisk,NOK,,,,0,0"
"End Of Watch,Philippines,Pioneer,PHP,,,,0,0"
"End Of Watch,Poland,Monolith,PLN,,,,0,0"
"End Of Watch,Portugal,Lusomundo,EUD,,,,0,0"
"End Of Watch,Romania,Prorom,RON,,,,0,0"
"End Of Watch,Russia,Paradise,RUB,,,,0,0"
"End Of Watch,Serbia,Blitz,RSD,,,,0,0"
"End Of Watch,Singapore,Golden Village,SGD,,,,0,0"
"End Of Watch,Slovenia,Blitz,EUD,,,,0,0"
"End Of Watch,South Africa,Times Media,ZAR,,,,0,0"
"End Of Watch,Sweden,Nordisk,SEK,,,,0,0"
"End Of Watch,Taiwan,Longshong,TWD,,,,0,0"
"End Of Watch,Thailand,M Pictures,THB,,,,0,0"
"End Of Watch,Turkey,Pinema,TRY,,,,0,0"
"End Of Watch,United Arab Emirates,Front Row,AED,,,,0,0"
"End Of Watch,United Kingdom,StudioCanal,GPB,,,,0,0"
"Escape Plan 2: Hades,Russia,Top Film,RUB,Complete,43280,3,22590058,91789"
"Escape Plan 2: Hades,Ukraine,Top Film,UAH,Complete,43286,2,1057058,12395"
"Escape Plan: The Extractors,Russia,Top Film,RUB,Complete,43643,3,18075688.6,67596"
"Escape Plan: The Extractors,Ukraine,Top Film,UAH,In Release,43657,3,986728.9,9810"
"Escape Plan: The Extractors,United States,Lionsgate,USD,,,,0,0"
"Face of Love,Argentina,California Filmes,ARS,Complete,42061,6,470994,9141"
"Face of Love,Australia,Rialto,AUS,Complete,41802,8,62953,0"
"Face of Love,Austria,Wild Bunch,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Bahrain,Front Row,BHD,Undated,To Be Det'd,,0,0"
"Face of Love,Belgium,Independent Films,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Bolivia,California Filmes,BOB,Undated,To Be Det'd,,0,0"
"Face of Love,Brazil,California Filmes,BRL,Complete,41900,11,185036,11166"
"Face of Love,Bulgaria,A-Company,BGN,Undated,To Be Det'd,,0,0"
"Face of Love,Canada,Mongrel Media,CAD,Complete,41747,1,20882,0"
"Face of Love,Chile,California Filmes,CLP,Undated,To Be Det'd,,0,0"
"Face of Love,Colombia,California Filmes,COP,Complete,42005,4,190597900,20433"
"Face of Love,Costa Rica,California Filmes,CRC,,,,0,0"
"Face of Love,Croatia,Discovery,HRK,Undated,To Be Det'd,,0,0"
"Face of Love,Czech Republic,AQS,CZK,N/A,STV,,0,0"
"Face of Love,Denmark,Svensk,DKK,Undated,To Be Det'd,,0,0"
"Face of Love,Dominican Republic,California Filmes,DOP,,,,0,0"
"Face of Love,Ecuador,California Filmes,USD,Undated,To Be Det'd,,0,0"
"Face of Love,Egypt,Front Row,EGP,Undated,To Be Det'd,,0,0"
"Face of Love,El Salvador,California Filmes,USD,,,,0,0"
"Face of Love,Estonia,A-Company,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Finland,Svensk,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,France,Chrysalis,EUD,Complete,41836,3,97850,15147"
"Face of Love,Germany,Wild Bunch,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Greece,Odeon,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Guatemala,California Filmes,GTQ,,,,0,0"
"Face of Love,Honduras,California Filmes,HNL,,,,0,0"
"Face of Love,Hong Kong,Golden Scene,HKD,N/A,STV,,0,0"
"Face of Love,Hungary,RTL,HUF,Undated,To Be Det'd,,0,0"
"Face of Love,Iceland,Myndform,ISK,Undated,To Be Det'd,,0,0"
"Face of Love,India,Tanweer,INR,Undated,To Be Det'd,,0,0"
"Face of Love,Indonesia,PT Prima,IDR,Undated,To Be Det'd,,0,0"
"Face of Love,Iraq,Front Row,IQD,Undated,To Be Det'd,,0,0"
"Face of Love,Israel,United King,ILS,Complete,41830,,0,0"
"Face of Love,Italy,Mediaset,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Japan,Broadmedia,YEN,Complete,42042,,0,0"
"Face of Love,Jordan,Front Row,JOD,Undated,To Be Det'd,,0,0"
"Face of Love,Kuwait,Front Row,KWD,Undated,To Be Det'd,,0,0"
"Face of Love,Latvia,A-Company,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Lebanon,Front Row,LBP,Undated,To Be Det'd,,0,0"
"Face of Love,Lithuania,A-Company,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Mexico,California Filmes,MXN,Complete,41887,14,2132428,35885"
"Face of Love,Netherlands,Independent Films,EUD,Complete,41543,,0,0"
"Face of Love,New Zealand,Rialto,NZD,Complete,41816,9,50592,0"
"Face of Love,Nicaragua,California Filmes,NIH,,,,0,0"
"Face of Love,Norway,Svensk,NOK,Undated,To Be Det'd,,0,0"
"Face of Love,Oman,Front Row,OMR,Undated,To Be Det'd,,0,0"
"Face of Love,Pakistan,Tanweer,PKR,,,,0,0"
"Face of Love,Panama,California Filmes,USD,,,,0,0"
"Face of Love,Paraguay,California Filmes,PYG,Undated,To Be Det'd,,0,0"
"Face of Love,Peru,California Filmes,PEN,Undated,To Be Det'd,,0,0"
"Face of Love,Philippines,PT Parkit/Soundspace,PHP,Undated,To Be Det'd,,0,0"
"Face of Love,Poland,Monolith,PLN,N/A,STV,,0,0"
"Face of Love,Portugal,Lusomundo,EUD,Complete,42222,4,14866,2860"
"Face of Love,Qatar,Front Row,QAR,Undated,To Be Det'd,,0,0"
"Face of Love,Romania,A-Company,RON,Undated,To Be Det'd,,0,0"
"Face of Love,Russia,A-Company,RUB,Undated,To Be Det'd,,0,0"
"Face of Love,Serbia,Discovery,RSD,Undated,To Be Det'd,,0,0"
"Face of Love,Singapore,Cathay,SGD,Complete,41739,2,9366,974"
"Face of Love,Slovakia,AQS,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,Slovenia,Discovery,EUD,Undated,To Be Det'd,,0,0"
"Face of Love,South Korea,Entermode,KRW,Complete,41746,4,597158405,80678"
"Face of Love,Spain,A Contracorriente,EUD,Complete,41572,17,542789,80609"
"Face of Love,Sweden,Svensk,SEK,Undated,To Be Det'd,,0,0"
"Face of Love,French-Speaking Switzerland,Ascot Elite,CHF,Undated,To Be Det'd,,0,0"
"Face of Love,German-Speaking Switzerland,Ascot Elite,CHF,Undated,To Be Det'd,,0,0"
"Face of Love,Italian-Speaking Switzerland,Ascot Elite,CHF,Undated,To Be Det'd,,0,0"
"Face of Love,Taiwan,Cai Chang,TWD,Undated,To Be Det'd,,0,0"
"Face of Love,Thailand,M Pictures,THB,N/A,STV,,0,0"
"Face of Love,Turkey,Tanweer,TRY,Undated,To Be Det'd,,0,0"
"Face of Love,Ukraine,A-Company,UAH,Undated,To Be Det'd,,0,0"
"Face of Love,United Arab Emirates,Front Row,AED,Complete,41774,3,48254.55,0"
"Face of Love,United Kingdom,Signature,GPB,Complete,41985,4,3712,0"
"Face of Love,United States,IFC,USD,Complete,41705,7,328726,0"
"Face of Love,Uruguay,California Filmes,UYU,Complete,42257,4,168875,1189"
"Face of Love,Venezuela,California Filmes,VEF,Complete,42069,4,480598,3544"
"The Farewell,China,Maoyan,CNH,,,,0,0"
"The Farewell,United States,A24,USD,,,,0,0"
"Fatale,Argentina,CDC,ARS,Direct to Video,STV,,0,0"
"Fatale,Australia,Universal,AUS,In Release,44322,1,330626.01,0"
"Fatale,Austria,Universal,EUD,N/A,STV,,0,0"
"Fatale,Bahrain,Selim,BHD,Upcoming,44448,,0,0"
"Fatale,Belgium,Universal,EUD,N/A,STV,,0,0"
"Fatale,Bolivia,CDC,BOB,Direct to Video,STV,,0,0"
"Fatale,Brazil,CDC,BRL,Direct to Video,STV,,0,0"
"Fatale,Bulgaria,Vertical,BGN,Undated,TBD,,0,0"
"Fatale,Chile,CDC,CLP,Direct to Video,STV,,0,0"
"Fatale,China,Universal,CNH,N/A,STV,,0,0"
"Fatale,Colombia,CDC,COP,Direct to Video,STV,,0,0"
"Fatale,Croatia,Vertical,HRK,Complete,44245,10,590620.11,19312"
"Fatale,Czech Republic,Vertical,CZK,Undated,TBD,,0,0"
"Fatale,Denmark,Nordisk,DKK,N/A,STV,,0,0"
"Fatale,Ecuador,CDC,USD,Direct to Video,STV,,0,0"
"Fatale,Egypt,Selim,EGP,Upcoming,44448,,0,0"
"Fatale,Estonia,Acme Film,EUD,Complete,44232,4,24530.08,3508"
"Fatale,Ethiopia,Selim,ETB,Upcoming,44448,,0,0"
"Fatale,Finland,Nordisk,EUD,N/A,STV,,0,0"
"Fatale,Germany,Universal,EUD,N/A,STV,,0,0"
"Fatale,Greece,Universal,EUD,N/A,STV,,0,0"
"Fatale,Hong Kong,Universal,HKD,N/A,STV,,0,0"
"Fatale,Hungary,Vertical,HUF,Undated,TBD,,0,0"
"Fatale,Iceland,Universal,ISK,N/A,STV,,0,0"
"Fatale,India,Universal,INR,N/A,STV,,0,0"
"Fatale,Indonesia,Universal,IDR,N/A,STV,,0,0"
"Fatale,Iraq,Selim,IQD,Upcoming,44448,,0,0"
"Fatale,Israel,Universal,ILS,N/A,STV,,0,0"
"Fatale,Italy,Universal,EUD,N/A,STV,,0,0"
"Fatale,Japan,Universal,YEN,N/A,STV,,0,0"
"Fatale,Jordan,Selim,JOD,Upcoming,44448,,0,0"
"Fatale,Kuwait,Selim,KWD,Upcoming,44448,,0,0"
"Fatale,Latvia,Acme Film,EUD,N/A,STV,,0,0"
"Fatale,Lebanon,Selim,LBP,Upcoming,44448,,0,0"
"Fatale,Lithuania,Acme Film,EUD,N/A,STV,,0,0"
"Fatale,Malaysia,Universal,MYR,N/A,STV,,0,0"
"Fatale,Mexico,CDC,MXN,Direct to Video,STV,,0,0"
"Fatale,Mongolia,Universal,MNT,,,,0,0"
"Fatale,Netherlands,Universal,EUD,N/A,STV,,0,0"
"Fatale,New Zealand,Universal,NZD,N/A,STV,,0,0"
"Fatale,Norway,Nordisk,NOK,N/A,STV,,0,0"
"Fatale,Oman,Selim,OMR,Upcoming,44448,,0,0"
"Fatale,Paraguay,CDC,PYG,Direct to Video,STV,,0,0"
"Fatale,Peru,CDC,PEN,Direct to Video,STV,,0,0"
"Fatale,Philippines,Universal,PHP,N/A,STV,,0,0"
"Fatale,Poland,Vertical,PLN,N/A,STV,,0,0"
"Fatale,Portugal,Universal,EUD,N/A,STV,,0,0"
"Fatale,Qatar,Selim,QAR,Upcoming,44448,,0,0"
"Fatale,Romania,Vertical,RON,Undated,TBD,,0,0"
"Fatale,Russia,Top Film,RUB,Complete,44238,3,13042480,41697"
"Fatale,Saudi Arabia,Selim,SAR,,,,0,0"
"Fatale,Serbia,Vertical,RSD,Upcoming,44364,,0,0"
"Fatale,Singapore,Universal,SGD,N/A,STV,,0,0"
"Fatale,Slovakia,Vertical,EUD,Undated,TBD,,0,0"
"Fatale,Slovenia,Vertical,EUD,Undated,TBD,,0,0"
"Fatale,South Africa,Universal,ZAR,N/A,STV,,0,0"
"Fatale,South Korea,Universal,KRW,N/A,STV,,0,0"
"Fatale,Spain,Dea Planeta,EUD,Undated,TBD,,0,0"
"Fatale,Sweden,Nordisk,SEK,N/A,STV,,0,0"
"Fatale,French-Speaking Switzerland,Universal,CHF,N/A,STV,,0,0"
"Fatale,German-Speaking Switzerland,Universal,CHF,N/A,STV,,0,0"
"Fatale,Italian-Speaking Switzerland,Universal,CHF,N/A,STV,,0,0"
"Fatale,Taiwan,Universal,TWD,N/A,STV,,0,0"
"Fatale,Thailand,Universal,THB,N/A,STV,,0,0"
"Fatale,Turkey,Universal,TRY,N/A,STV,,0,0"
"Fatale,Ukraine,Top Film,UAH,Complete,44238,3,2622736,24012"
"Fatale,United Arab Emirates,Selim,AED,Upcoming,44448,,0,0"
"Fatale,United States,Lionsgate,USD,Complete,44183,12,6306897,0"
"Fatale,Uruguay,CDC,UYU,Direct to Video,STV,,0,0"
"Fatale,Venezuela,CDC,VES,Direct to Video,STV,,0,0"
"Fatale,Vietnam,Universal,VND,N/A,STV,,0,0"
"Fatale,West Indies,ATM,TTD,Complete,44272,6,609463,6290"
"Fukushima 50,Argentina,Synapse,ARS,,,,0,0"
"Fukushima 50,Austria,Capelight,EUD,,,,0,0"
"Fukushima 50,Belgium,DFW,EUD,,,,0,0"
"Fukushima 50,Bolivia,Synapse,BOB,,,,0,0"
"Fukushima 50,Brazil,Synapse,BRL,,,,0,0"
"Fukushima 50,Canada,Capelight,CAD,,,,0,0"
"Fukushima 50,Chile,Synapse,CLP,,,,0,0"
"Fukushima 50,China,IQIYI,CNH,,,,0,0"
"Fukushima 50,Colombia,Synapse,COP,,,,0,0"
"Fukushima 50,Czech Republic,Media Squad,CZK,,,,0,0"
"Fukushima 50,Denmark,Mis. Label,DKK,,,,0,0"
"Fukushima 50,Ecuador,Synapse,USD,,,,0,0"
"Fukushima 50,Estonia,Volga Film,EUD,,,,0,0"
"Fukushima 50,Finland,Mis. Label,EUD,,,,0,0"
"Fukushima 50,France,FIP,EUD,,,,0,0"
"Fukushima 50,Germany,Capelight,EUD,,,,0,0"
"Fukushima 50,Hungary,Media Squad,HUF,,,,0,0"
"Fukushima 50,Israel,Tulip,ILS,,,,0,0"
"Fukushima 50,Italy,Eagle,EUD,,,,0,0"
"Fukushima 50,Japan,Kadokawa,YEN,,,,0,0"
"Fukushima 50,Latvia,Volga Film,EUD,,,,0,0"
"Fukushima 50,Lithuania,Volga Film,EUD,,,,0,0"
"Fukushima 50,Mexico,Synapse,MXN,,,,0,0"
"Fukushima 50,Netherlands,DFW,EUD,,,,0,0"
"Fukushima 50,Norway,Mis. Label,NOK,,,,0,0"
"Fukushima 50,Paraguay,Synapse,PYG,,,,0,0"
"Fukushima 50,Peru,Synapse,PEN,,,,0,0"
"Fukushima 50,Poland,Media Squad,PLN,,,,0,0"
"Fukushima 50,Russia,Volga Film,RUB,,,,0,0"
"Fukushima 50,Slovakia,Media Squad,EUD,,,,0,0"
"Fukushima 50,Sweden,Mis. Label,SEK,,,,0,0"
"Fukushima 50,Taiwan,A Really Happy Film Co.,TWD,,,,0,0"
"Fukushima 50,Ukraine,Volga Film,UAH,,,,0,0"
"Fukushima 50,United Kingdom,Altitude,GPB,,,,0,0"
"Fukushima 50,United States,Capelight,USD,,,,0,0"
"Fukushima 50,Uruguay,Synapse,UYU,,,,0,0"
"Fukushima 50,Venezuela,Synapse,VES,,,,0,0"
"Goon: Last of the Enforcers,Australia,Roadshow Films,AUS,N/A,STV,,0,0"
"Goon: Last of the Enforcers,Bahrain,Selim,BHD,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Canada,eOne - Canada,CAD,Complete,42811,10,1284743,0"
"Goon: Last of the Enforcers,Denmark,Mis. Label,DKK,Complete,STV,,0,0"
"Goon: Last of the Enforcers,Egypt,Selim,EGP,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Estonia,Hea Films,EUD,Complete,STV,,0,0"
"Goon: Last of the Enforcers,Finland,Mis. Label,EUD,Complete,STV,,0,0"
"Goon: Last of the Enforcers,Iceland,Sena,ISK,N/A,STV,,0,0"
"Goon: Last of the Enforcers,India,PVR,INR,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Iraq,Selim,IQD,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Jordan,Selim,JOD,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Kuwait,Selim,KWD,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Latvia,Hea Films,EUD,Complete,STV,,0,0"
"Goon: Last of the Enforcers,Lebanon,Selim,LBP,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Lithuania,Hea Films,EUD,Complete,STV,,0,0"
"Goon: Last of the Enforcers,New Zealand,Roadshow Films,NZD,N/A,STV,,0,0"
"Goon: Last of the Enforcers,Norway,Mis. Label,NOK,Complete,STV,,0,0"
"Goon: Last of the Enforcers,Oman,Selim,OMR,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Qatar,Selim,QAR,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,Russia,Exponenta,RUB,Complete,42978,4,6565774,27233"
"Goon: Last of the Enforcers,Singapore,Shaw,SGD,N/A,STV,,0,0"
"Goon: Last of the Enforcers,Sweden,Mis. Label,SEK,Complete,STV,,0,0"
"Goon: Last of the Enforcers,Ukraine,Exponenta,UAH,Complete,42985,2,241237,3244"
"Goon: Last of the Enforcers,United Arab Emirates,Selim,AED,Undated,To Be Det'd,,0,0"
"Goon: Last of the Enforcers,United Kingdom,Vertigo,GPB,Complete,42986,2,2519,0"
"Goon: Last of the Enforcers,United States,eOne - United States,USD,Complete,42979,2,21703,0"
"Goon: Last of the Enforcers,Vietnam,A-Company,VND,Undated,To Be Det'd,,0,0"
"Guilt by Design,China,Mei Ah,CNH,,,,0,0"
"Guilt by Design,Malaysia,Clover Films,MYR,,,,0,0"
"Guilt by Design,Philippines,Clover Films,PHP,,,,0,0"
"Guilt by Design,Singapore,Clover Films,SGD,,,,0,0"
"Guilt by Design,Taiwan,Applause,TWD,,,,0,0"
"Guilt by Design,Thailand,Clover Films,THB,,,,0,0"
"Guilt by Design,Vietnam,Clover Films,VND,,,,0,0"
"High Strung,Argentina,Disney,ARS,N/A,STV,,0,0"
"High Strung,Australia,Disney,AUS,N/A,NR,,0,0"
